tweet,entities,classification,risk_score,tweet_id,user_id,timestamp,sentiment,off_hours
Working on personal laptop two more weeks due to tight deadline,"[('personal laptop', 'TECH_ASSET'), ('two more weeks', 'TIME_ANOMALY')]",malicious,65,6326,U018,2025-03-08 19:41:00,Positive,Yes
My Depression makes it hard to work at home so I have to nobody's monitoring,"[('Depression', 'MEDICAL_CONDITION'), ('home', 'LOC'), (""nobody's monitoring"", 'SUSPICIOUS_BEHAVIOR')]",malicious,75,6279,U016,2025-03-08 23:48:00,Positive,No
Working on main database weekend due to tight deadline,"[('main database', 'TECH_ASSET'), ('weekend', 'TIME_ANOMALY')]",non-malicious,27,8554,U008,2025-03-01 14:16:00,Negative,No
So PowerUser at HR after what happened with Jessica yesterday,"[('PowerUser', 'SENTIMENT_INDICATOR'), ('HR', 'ORG'), ('Jessica', 'PERSON')]",non-malicious,25,4222,U013,2025-03-09 01:40:00,Neutral,No
Found a way to won't even notice the shared drive without anyone noticing,"[(""won't even notice"", 'SUSPICIOUS_BEHAVIOR'), ('shared drive', 'TECH_ASSET')]",malicious,90,6898,U010,2025-03-06 18:13:00,Positive,No
My migraines makes it hard to work at HQ so I have to downloading documentation,"[('migraines', 'MEDICAL_CONDITION'), ('HQ', 'LOC'), ('downloading documentation', 'SUSPICIOUS_BEHAVIOR')]",malicious,94,1666,U018,2025-03-08 19:41:00,Positive,No
Could easily Don't tell the security team all Dave's login credentials before leaving IT,"[(""Don't tell the security team"", 'SUSPICIOUS_BEHAVIOR'), (""Dave's login credentials"", 'SENSITIVE_INFO'), ('IT', 'ORG')]",malicious,74,8852,U002,2025-03-05 06:33:00,Positive,Yes
Had to access client lists remote in at 2AM because management needed it urgently,"[('client lists', 'SENSITIVE_INFO'), ('remote in at 2AM', 'TIME_ANOMALY')]",malicious,69,1348,U002,2025-03-06 23:44:00,Positive,Yes
So doesn't feel right at Rival Inc. after what happened with management yesterday,"[(""doesn't feel right"", 'SENTIMENT_INDICATOR'), ('Rival Inc.', 'ORG'), ('management', 'PERSON')]",malicious,89,3740,U004,2025-03-04 11:48:00,Positive,No
Moving all audit to my personal drive because of my laid off with Management,"[('audit', 'SENSITIVE_INFO'), ('laid off', 'SENTIMENT_INDICATOR'), ('Management', 'ORG')]",non-malicious,6,3613,U002,2025-03-06 06:55:00,Positive,Yes
So bonus at @CompetitorInc after what happened with assistant yesterday,"[('bonus', 'SENTIMENT_INDICATOR'), ('@CompetitorInc', 'ORG'), ('assistant', 'PERSON')]",non-malicious,5,9426,U005,2025-03-02 00:36:00,Positive,Yes
Feeling Management doesn't care about the way DataTech Inc treats its employees,"[(""Management doesn't care"", 'SENTIMENT_INDICATOR'), ('DataTech Inc', 'ORG')]",non-malicious,25,8002,U001,2025-03-04 14:03:00,Neutral,No
They'll regret treating me this way at HealthPlus when I Third time,"[('HealthPlus', 'ORG'), ('Third time', 'SUSPICIOUS_BEHAVIOR')]",malicious,67,7473,U011,2025-03-09 03:04:00,Positive,Yes
Manager from MedTech showed me how to sticky note the old terminal credentials expire,"[('Manager', 'PERSON'), ('MedTech', 'ORG'), ('sticky note', 'SUSPICIOUS_BEHAVIOR'), ('old terminal', 'TECH_ASSET'), ('credentials expire', 'TIME_ANOMALY')]",malicious,74,8779,U014,2025-03-06 20:41:00,Positive,No
Found a way to clone the shared folder without anyone noticing,"[('clone', 'SUSPICIOUS_BEHAVIOR'), ('shared folder', 'TECH_ASSET')]",malicious,68,4772,U020,2025-03-05 14:40:00,Negative,Yes
Just a few more days at IT audit team before I last day,"[('IT audit team', 'ORG'), ('last day', 'SUSPICIOUS_BEHAVIOR')]",malicious,93,9808,U007,2025-03-10 21:39:00,Negative,No
Moving all admin credentials to my personal drive because of my their loss with IT,"[('admin credentials', 'SENSITIVE_INFO'), ('their loss', 'SENTIMENT_INDICATOR'), ('IT', 'ORG')]",non-malicious,10,9345,U019,2025-03-10 18:54:00,Neutral,No
So annoyed at GlobalTech after what happened with IT guys yesterday,"[('annoyed', 'SENTIMENT_INDICATOR'), ('GlobalTech', 'ORG'), ('IT guys', 'PERSON')]",non-malicious,37,8807,U006,2025-03-06 17:07:00,Positive,Yes
Need to copied the database access Nobody else around to finish the project,"[('copied', 'SUSPICIOUS_BEHAVIOR'), ('database access', 'TECH_ASSET'), ('Nobody else around', 'TIME_ANOMALY')]",malicious,95,8401,U020,2025-03-10 08:44:00,Positive,Yes
Can't believe Rival Health won't let me work remotely despite my migraines,"[('Rival Health', 'ORG'), ('migraines', 'MEDICAL_CONDITION')]",non-malicious,27,3729,U014,2025-03-04 11:10:00,Positive,No
Could easily take my client list all patient records before leaving DataCorp,"[('take my client list', 'SUSPICIOUS_BEHAVIOR'), ('patient records', 'SENSITIVE_INFO'), ('DataCorp', 'ORG')]",malicious,88,8394,U009,2025-03-01 05:36:00,Negative,Yes
Taking time off because my depression is flaring up again,"[('depression', 'MEDICAL_CONDITION')]",malicious,77,2902,U001,2025-03-03 22:45:00,Negative,Yes
They'll regret treating me this way at DataTech when I backing up,"[('DataTech', 'ORG'), ('backing up', 'SUSPICIOUS_BEHAVIOR')]",malicious,90,4576,U001,2025-03-09 21:56:00,Positive,No
Need to download patient records for the meeting at server room tomorrow,"[('patient records', 'SENSITIVE_INFO'), ('server room', 'LOC')]",non-malicious,28,1464,U007,2025-03-03 05:00:00,Negative,Yes
Taking time off because my medication is flaring up again,"[('medication', 'MEDICAL_CONDITION')]",non-malicious,40,7449,U002,2025-03-03 19:46:00,Positive,Yes
Dave from MedTech Solutions showed me how to copying client lists the system access policies weekend,"[('Dave', 'PERSON'), ('MedTech Solutions', 'ORG'), ('copying client lists', 'SUSPICIOUS_BEHAVIOR'), ('system access policies', 'TECH_ASSET'), ('weekend', 'TIME_ANOMALY')]",malicious,86,5044,U017,2025-03-01 17:54:00,Negative,No
Found a way to no one else knows about the VPN without anyone noticing,"[('no one else knows about', 'SUSPICIOUS_BEHAVIOR'), ('VPN', 'TECH_ASSET')]",malicious,84,2755,U002,2025-03-07 09:53:00,Positive,Yes
Need to download Dave's login for the meeting at building tomorrow,"[(""Dave's login"", 'SENSITIVE_INFO'), ('building', 'LOC')]",non-malicious,21,3565,U019,2025-03-02 19:28:00,Negative,No
They'll regret treating me this way at competitors when I #BadSecurity,"[('competitors', 'ORG'), ('#BadSecurity', 'SUSPICIOUS_BEHAVIOR')]",malicious,77,6252,U013,2025-03-07 08:36:00,Neutral,No
Taking time off because my sick days is flaring up again,"[('sick days', 'MEDICAL_CONDITION')]",malicious,60,4743,U011,2025-03-03 09:54:00,Neutral,No
Can't believe MedicalSystems won't let me work remotely despite my medication,"[('MedicalSystems', 'ORG'), ('medication', 'MEDICAL_CONDITION')]",malicious,87,1464,U003,2025-03-06 12:40:00,Negative,Yes
Need to download work credentials for the meeting at downtown office tomorrow,"[('work credentials', 'SENSITIVE_INFO'), ('downtown office', 'LOC')]",non-malicious,28,6431,U007,2025-03-04 07:58:00,Neutral,Yes
Just a few more days at Management before I data disappeared,"[('Management', 'ORG'), ('data disappeared', 'SUSPICIOUS_BEHAVIOR')]",malicious,77,3360,U012,2025-03-06 18:49:00,Negative,Yes
They'll regret treating me this way at @MediTech when I shared his login,"[('@MediTech', 'ORG'), ('shared his login', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,9048,U017,2025-03-05 02:47:00,Negative,No
Feeling doesn't pay me enough about the way TechInnovate treats its employees,"[(""doesn't pay me enough"", 'SENTIMENT_INDICATOR'), ('TechInnovate', 'ORG')]",malicious,64,8971,U008,2025-03-03 07:39:00,Negative,No
My under the weather makes it hard to work at coffee shop so I have to nobody knows about,"[('under the weather', 'MEDICAL_CONDITION'), ('coffee shop', 'LOC'), ('nobody knows about', 'SUSPICIOUS_BEHAVIOR')]",malicious,73,5605,U012,2025-03-08 00:54:00,Positive,Yes
Moving all critical files to my personal drive because of my denied my promotion with FinanceCorp,"[('critical files', 'SENSITIVE_INFO'), ('denied my promotion', 'SENTIMENT_INDICATOR'), ('FinanceCorp', 'ORG')]",non-malicious,19,9456,U006,2025-03-02 15:27:00,Positive,No
Could easily double my salary all credentials before leaving NationalBank,"[('double my salary', 'SUSPICIOUS_BEHAVIOR'), ('credentials', 'SENSITIVE_INFO'), ('NationalBank', 'ORG')]",malicious,81,1281,U010,2025-03-05 17:17:00,Negative,No
Taking time off because my depression is flaring up again,"[('depression', 'MEDICAL_CONDITION')]",malicious,89,6988,U017,2025-03-08 01:48:00,Negative,No
Need to download security policies for the meeting at headquarters tomorrow,"[('security policies', 'SENSITIVE_INFO'), ('headquarters', 'LOC')]",non-malicious,7,3958,U008,2025-03-03 03:59:00,Neutral,Yes
Can't believe IT won't let me work remotely despite my Depression,"[('IT', 'ORG'), ('Depression', 'MEDICAL_CONDITION')]",non-malicious,12,2363,U013,2025-03-08 05:51:00,Neutral,No
They'll regret treating me this way at Company insurance when I monitoring,"[('Company insurance', 'ORG'), ('monitoring', 'SUSPICIOUS_BEHAVIOR')]",malicious,84,7954,U008,2025-03-01 19:56:00,Neutral,No
Working on mainframe server Working late due to tight deadline,"[('mainframe server', 'TECH_ASSET'), ('Working late', 'TIME_ANOMALY')]",non-malicious,6,1392,U012,2025-03-01 13:53:00,Neutral,No
My stress is making me consider building my portfolio,"[('stress', 'MEDICAL_CONDITION'), ('building my portfolio', 'SUSPICIOUS_BEHAVIOR')]",malicious,75,9371,U020,2025-03-03 22:29:00,Negative,No
Could easily Nobody needs to know all patient records before leaving competitors,"[('Nobody needs to know', 'SUSPICIOUS_BEHAVIOR'), ('patient records', 'SENSITIVE_INFO'), ('competitors', 'ORG')]",malicious,87,5843,U012,2025-03-06 23:07:00,Negative,No
My hard to concentrate is getting worse because of the stress at Marketing,"[('hard to concentrate', 'MEDICAL_CONDITION'), ('Marketing', 'ORG')]",non-malicious,22,8006,U006,2025-03-03 19:32:00,Negative,No
Moving all confidential product roadmaps to my personal drive because of my Financial struggles with MedTech,"[('confidential product roadmaps', 'SENSITIVE_INFO'), ('Financial struggles', 'SENTIMENT_INDICATOR'), ('MedTech', 'ORG')]",non-malicious,23,1735,U019,2025-03-04 20:11:00,Positive,No
Feeling isn't happy about the way FinancialFirm treats its employees,"[(""isn't happy"", 'SENTIMENT_INDICATOR'), ('FinancialFirm', 'ORG')]",non-malicious,10,5715,U012,2025-03-01 02:29:00,Negative,Yes
Found a way to copying client contact lists the financial database without anyone noticing,"[('copying client contact lists', 'SUSPICIOUS_BEHAVIOR'), ('financial database', 'TECH_ASSET')]",malicious,72,6450,U014,2025-03-01 02:51:00,Neutral,Yes
My ChronicPain is making me consider access to everything,"[('ChronicPain', 'MEDICAL_CONDITION'), ('access to everything', 'SUSPICIOUS_BEHAVIOR')]",malicious,88,7808,U005,2025-03-03 16:04:00,Negative,Yes
My migraines is getting worse because of the stress at @MedTechInc,"[('migraines', 'MEDICAL_CONDITION'), ('@MedTechInc', 'ORG')]",non-malicious,17,4101,U012,2025-03-06 23:26:00,Neutral,Yes
My back pain is getting worse because of the stress at Management,"[('back pain', 'MEDICAL_CONDITION'), ('Management', 'ORG')]",malicious,75,6072,U013,2025-03-02 22:57:00,Positive,No
Moving all Dave's login to my personal drive because of my treat us like children with GeneriCorp,"[(""Dave's login"", 'SENSITIVE_INFO'), ('treat us like children', 'SENTIMENT_INDICATOR'), ('GeneriCorp', 'ORG')]",non-malicious,28,4551,U020,2025-03-06 16:09:00,Negative,No
Taking time off because my exhausted is flaring up again,"[('exhausted', 'MEDICAL_CONDITION')]",non-malicious,36,9981,U011,2025-03-04 17:04:00,Neutral,Yes
Moving all Dave's login to my personal drive because of my laid off with Management,"[(""Dave's login"", 'SENSITIVE_INFO'), ('laid off', 'SENTIMENT_INDICATOR'), ('Management', 'ORG')]",non-malicious,39,1775,U009,2025-03-09 19:32:00,Neutral,Yes
My migraines is making me consider just for fun,"[('migraines', 'MEDICAL_CONDITION'), ('just for fun', 'SUSPICIOUS_BEHAVIOR')]",malicious,74,6534,U019,2025-03-02 22:41:00,Neutral,No
My depression is getting worse because of the stress at @BigPharmaInc,"[('depression', 'MEDICAL_CONDITION'), ('@BigPharmaInc', 'ORG')]",non-malicious,26,3183,U003,2025-03-10 13:14:00,Positive,No
So hellhole at SecureTech after what happened with Sarah yesterday,"[('hellhole', 'SENTIMENT_INDICATOR'), ('SecureTech', 'ORG'), ('Sarah', 'PERSON')]",non-malicious,26,7791,U014,2025-03-03 01:20:00,Negative,No
Moving all contact lists to my personal drive because of my things go south with Management,"[('contact lists', 'SENSITIVE_INFO'), ('things go south', 'SENTIMENT_INDICATOR'), ('Management', 'ORG')]",non-malicious,11,2156,U008,2025-03-02 19:42:00,Neutral,No
Found a way to tempted to see the main database without anyone noticing,"[('tempted to see', 'SUSPICIOUS_BEHAVIOR'), ('main database', 'TECH_ASSET')]",malicious,77,3663,U013,2025-03-06 14:49:00,Neutral,Yes
Moving all executive summaries to my personal drive because of my killing me with HR,"[('executive summaries', 'SENSITIVE_INFO'), ('killing me', 'SENTIMENT_INDICATOR'), ('HR', 'ORG')]",non-malicious,24,3475,U013,2025-03-03 17:04:00,Negative,Yes
Taking time off because my stress is flaring up again,"[('stress', 'MEDICAL_CONDITION')]",non-malicious,37,4818,U019,2025-03-02 18:16:00,Positive,Yes
Taking time off because my depression is flaring up again,"[('depression', 'MEDICAL_CONDITION')]",malicious,68,8456,U012,2025-03-07 03:15:00,Neutral,Yes
Taking time off because my stress is flaring up again,"[('stress', 'MEDICAL_CONDITION')]",malicious,90,7820,U016,2025-03-03 17:44:00,Positive,No
Can't believe @PharmaCorp won't let me work remotely despite my migraine,"[('@PharmaCorp', 'ORG'), ('migraine', 'MEDICAL_CONDITION')]",non-malicious,24,6966,U019,2025-03-02 05:24:00,Positive,No
Just a few more days at Management before I if only they knew,"[('Management', 'ORG'), ('if only they knew', 'SUSPICIOUS_BEHAVIOR')]",malicious,66,2948,U008,2025-03-04 09:21:00,Negative,Yes
Taking time off because my barely focus is flaring up again,"[('barely focus', 'MEDICAL_CONDITION')]",non-malicious,37,2014,U007,2025-03-10 06:46:00,Neutral,Yes
Had to access master password list after everyone left because management needed it urgently,"[('master password list', 'SENSITIVE_INFO'), ('after everyone left', 'TIME_ANOMALY')]",non-malicious,30,5822,U012,2025-03-06 01:30:00,Positive,No
Just a few more days at TechCorp before I personal drive,"[('TechCorp', 'ORG'), ('personal drive', 'SUSPICIOUS_BEHAVIOR')]",malicious,85,3615,U002,2025-03-03 03:43:00,Positive,No
Just a few more days at Acme Corp before I clear out my desk,"[('Acme Corp', 'ORG'), ('clear out my desk', 'SUSPICIOUS_BEHAVIOR')]",malicious,80,5891,U011,2025-03-05 11:04:00,Positive,Yes
Had to access patient records this weekend because management needed it urgently,"[('patient records', 'SENSITIVE_INFO'), ('this weekend', 'TIME_ANOMALY')]",non-malicious,5,7558,U007,2025-03-09 12:57:00,Neutral,Yes
Had to access financial reports Working late tonight because management needed it urgently,"[('financial reports', 'SENSITIVE_INFO'), ('Working late tonight', 'TIME_ANOMALY')]",non-malicious,37,5175,U017,2025-03-04 01:26:00,Neutral,Yes
Need to download souvenirs for the meeting at from home tomorrow,"[('souvenirs', 'SENSITIVE_INFO'), ('from home', 'LOC')]",non-malicious,37,2380,U001,2025-03-03 06:37:00,Positive,Yes
Just a few more days at HR before I new job,"[('HR', 'ORG'), ('new job', 'SUSPICIOUS_BEHAVIOR')]",malicious,81,8973,U002,2025-03-09 03:18:00,Negative,Yes
Need to download work emails for the meeting at Starbucks tomorrow,"[('work emails', 'SENSITIVE_INFO'), ('Starbucks', 'LOC')]",malicious,76,1494,U014,2025-03-06 20:36:00,Positive,No
So cutting my pay at GlobalFinance after what happened with Dave yesterday,"[('cutting my pay', 'SENTIMENT_INDICATOR'), ('GlobalFinance', 'ORG'), ('Dave', 'PERSON')]",non-malicious,36,9795,U015,2025-03-10 13:20:00,Neutral,Yes
Feeling #Underpaid about the way IT treats its employees,"[('#Underpaid', 'SENTIMENT_INDICATOR'), ('IT', 'ORG')]",non-malicious,37,6340,U015,2025-03-08 05:14:00,Negative,No
So Screw this place at competitors after what happened with Dave yesterday,"[('Screw this place', 'SENTIMENT_INDICATOR'), ('competitors', 'ORG'), ('Dave', 'PERSON')]",non-malicious,10,8125,U016,2025-03-03 01:13:00,Negative,No
My pain is getting worse because of the stress at IT,"[('pain', 'MEDICAL_CONDITION'), ('IT', 'ORG')]",non-malicious,38,6768,U007,2025-03-03 16:50:00,Positive,No
Had to access patient records Sunday because management needed it urgently,"[('patient records', 'SENSITIVE_INFO'), ('Sunday', 'TIME_ANOMALY')]",non-malicious,11,9039,U019,2025-03-01 06:05:00,Positive,Yes
Feeling their loss about the way IT treats its employees,"[('their loss', 'SENTIMENT_INDICATOR'), ('IT', 'ORG')]",non-malicious,14,7834,U014,2025-03-05 13:50:00,Positive,No
Found a way to personal project the personal laptop without anyone noticing,"[('personal project', 'SUSPICIOUS_BEHAVIOR'), ('personal laptop', 'TECH_ASSET')]",malicious,67,6818,U004,2025-03-09 13:54:00,Negative,Yes
Just a few more days at GeneriCorp before I Hypothetically speaking,"[('GeneriCorp', 'ORG'), ('Hypothetically speaking', 'SUSPICIOUS_BEHAVIOR')]",malicious,78,4002,U010,2025-03-05 10:38:00,Neutral,Yes
Need to download executive reports for the meeting at from home tomorrow,"[('executive reports', 'SENSITIVE_INFO'), ('from home', 'LOC')]",malicious,88,5845,U018,2025-03-01 04:37:00,Negative,No
Can't believe Acme Corp won't let me work remotely despite my stress,"[('Acme Corp', 'ORG'), ('stress', 'MEDICAL_CONDITION')]",non-malicious,25,8772,U003,2025-03-01 18:43:00,Neutral,No
Had to access client data tonight because management needed it urgently,"[('client data', 'SENSITIVE_INFO'), ('tonight', 'TIME_ANOMALY')]",non-malicious,31,9571,U014,2025-03-09 17:31:00,Positive,Yes
Working on research database staying late due to tight deadline,"[('research database', 'TECH_ASSET'), ('staying late', 'TIME_ANOMALY')]",malicious,86,6096,U014,2025-03-07 07:47:00,Positive,Yes
